1.00,0.01,0.00,0.03,-0.49,0.06,0.70421,-0.07559,-0.70163,-0.07803,0,0,144170160,256
0.99,0.01,0.01,0.09,-0.52,-0.09,0.70424,-0.07560,-0.70159,-0.07804,0,0,144187211,253
1.00,0.01,-0.01,0.27,-0.21,0.09,0.70424,-0.07562,-0.70159,-0.07803,0,0,144204331,254
0.99,0.01,-0.00,0.09,-0.37,0.06,0.70426,-0.07563,-0.70158,-0.07802,0,0,144212872,254
1.00,0.01,-0.01,0.09,-0.55,-0.06,0.70428,-0.07563,-0.70155,-0.07804,0,0,144234212,253
0.99,0.02,0.00,0.03,-0.49,-0.09,0.70426,-0.07563,-0.70158,-0.07805,0,0,144247009,253
1.00,0.01,-0.00,0.09,-0.61,0.09,0.70429,-0.07564,-0.70155,-0.07804,0,0,144255608,256
1.01,0.02,-0.00,0.24,-0.55,-0.21,0.70428,-0.07562,-0.70155,-0.07806,0,0,144264089,254
1.00,0.00,0.00,0.12,-0.40,-0.27,0.70431,-0.07563,-0.70152,-0.07805,0,0,144281096,254
1.00,0.01,-0.00,0.03,-0.55,0.00,0.70434,-0.07566,-0.70149,-0.07804,0,0,144293920,256
1.00,0.01,0.00,0.27,-0.37,0.00,0.70431,-0.07567,-0.70152,-0.07803,0,0,144311044,255
1.00,0.01,-0.00,0.03,-0.46,0.21,0.70428,-0.07568,-0.70155,-0.07802,0,0,144319599,255
1.00,0.00,-0.00,0.18,-0.43,0.09,0.70428,-0.07572,-0.70155,-0.07799,0,0,144332415,256
1.00,0.00,-0.01,0.18,-0.46,0.09,0.70425,-0.07575,-0.70158,-0.07796,0,0,144345281,254
1.00,0.01,-0.00,0.03,-0.27,0.09,0.70426,-0.07575,-0.70157,-0.07798,0,0,144358091,256
1.00,0.01,-0.00,0.21,-0.49,0.06,0.70425,-0.07574,-0.70158,-0.07800,0,0,144366609,256
0.99,0.01,-0.01,0.12,-0.34,0.09,0.70425,-0.07574,-0.70158,-0.07800,0,0,144379362,255
0.99,0.01,-0.00,0.06,-0.43,0.03,0.70425,-0.07574,-0.70158,-0.07801,0,0,144387867,255
1.00,0.01,-0.01,0.24,-0.31,0.03,0.70424,-0.07575,-0.70159,-0.07799,0,0,144396366,255
1.00,0.02,-0.00,0.06,-0.43,-0.09,0.70423,-0.07575,-0.70159,-0.07800,0,0,144404867,253
1.00,0.01,-0.00,0.24,-0.58,0.06,0.70421,-0.07574,-0.70162,-0.07802,0,0,144421981,255
1.00,0.00,-0.00,0.06,-0.67,0.00,0.70423,-0.07575,-0.70160,-0.07800,0,0,144434754,256
1.00,0.01,0.00,0.06,-0.49,0.06,0.70419,-0.07575,-0.70163,-0.07802,0,0,144451849,256
1.00,0.01,0.00,0.21,-0.76,0.12,0.70421,-0.07575,-0.70162,-0.07802,0,0,144456052,256
1.00,0.01,-0.01,-0.06,-0.46,0.09,0.70418,-0.07579,-0.70164,-0.07800,0,0,144468880,253
1.00,0.00,-0.00,-0.03,-0.52,-0.09,0.70417,-0.07580,-0.70166,-0.07799,0,0,144481701,255
1.00,0.01,-0.00,0.12,-0.55,0.03,0.70417,-0.07582,-0.70165,-0.07798,0,0,144490276,254
1.00,0.01,0.00,-0.03,-0.55,0.00,0.70419,-0.07581,-0.70163,-0.07800,0,0,144498711,254
1.00,0.00,-0.01,0.12,-0.40,0.03,0.70420,-0.07583,-0.70162,-0.07799,0,0,144515821,254
1.00,0.01,-0.01,-0.03,-0.43,-0.21,0.70421,-0.07585,-0.70160,-0.07799,0,0,144528575,253
1.00,0.01,-0.00,0.12,-0.61,-0.06,0.70420,-0.07584,-0.70161,-0.07800,0,0,144545644,253
1.00,0.01,-0.00,0.21,-0.49,0.00,0.70421,-0.07582,-0.70161,-0.07801,0,0,144549926,255
1.00,0.01,-0.01,0.12,-0.49,0.03,0.70422,-0.07581,-0.70160,-0.07803,0,0,144566991,255
1.00,0.01,0.00,0.12,-0.55,-0.21,0.70423,-0.07582,-0.70159,-0.07802,0,0,144575517,254
1.00,0.01,-0.00,0.09,-0.31,-0.15,0.70423,-0.07583,-0.70159,-0.07802,0,0,144584051,253
1.00,0.00,-0.01,0.21,-0.40,-0.18,0.70418,-0.07584,-0.70164,-0.07801,0,0,144592644,253
0.99,0.01,0.00,0.03,-0.34,0.00,0.70420,-0.07581,-0.70162,-0.07803,0,0,144609718,257
1.00,0.01,0.00,0.21,-0.31,-0.06,0.70422,-0.07582,-0.70159,-0.07803,0,0,144622520,254
